pt,eta,phi,particle_type,event_id
1.7837,-1.73596,0.379308,track,273184742
1.49792,1.09161,-2.93503,track,273184742
1.2495,1.09204,-3.05364,track,273184742
1.20861,0.0108287,-2.75868,track,273184742
2.13999,0.985175,-2.54106,track,273184742
1.45698,-0.385554,-0.554219,track,273184742
2.20792,0.882219,1.79593,track,273184742
2.1754,0.249086,1.78875,track,273184742
0.876963,1.79104,-2.5756,track,273184742
1.71514,-2.37402,-0.37513,track,273184742
1.63837,-2.25292,2.68342,track,273184742
1.62079,-0.08421,-1.35048,track,273184742
1.9563,-0.470522,-0.619079,track,273184742
3.17587,-0.138501,-0.478401,track,273184742
2.86405,-0.373131,-0.902277,track,273184742
0.952691,-0.540412,-0.0898094,track,273184742
1.0738,-0.6646,0.85528,track,273184742
1.32621,1.01939,1.7957,track,273184742
1.76607,0.705043,1.79504,track,273184742
0.805581,1.45585,1.38537,track,273184742
1.71315,-1.51176,-2.10179,track,273184742
1.58928,-1.73411,0.40357,track,273184742
1.4456,-1.6452,0.685657,track,273184742
0.847511,-1.84924,2.49081,track,273184742
2.98784,-2.13234,2.16654,electron,273201718
1.1933,1.99656,0.146006,tau,273201718
0.794001,2.12612,-1.83141,tau,273201718
1.08065,2.08726,2.2305,tau,273201718
0.927417,-0.503944,-1.67042,tau,273201718
0.806765,1.5663,-1.79294,tau,273201718
1.64742,0.428309,3.08161,tau,273201718
3.62419,0.32672,0.0749419,tau,273201718
3.13526,-0.97768,-2.36213,tau,273201718
11.446,0.0496654,2.33252,tau,273201718
3.22968,-1.73247,1.58461,tau,273201718
1.63399,-1.77032,0.0400441,tau,273201718
33.4576,0.120791,-0.472358,tau,273201718
30.8867,0.552293,-1.47403,tau,273201718
2.24875,2.33872,2.98122,tau,273201718
2.71317,-0.967172,2.0432,tau,273201718
3.15629,0.059158,0.906867,tau,273201718
8.81565,-0.618224,2.48856,tau,273201718
2.90376,-1.52049,-0.762143,tau,273201718
13.5933,-0.599518,1.4217,tau,273201718
2.21225,1.07133,-3.10374,tau,273201718
7.59424,-0.372406,0.176972,tau,273201718
35.5572,-2.06029,2.25827,tau,273201718
13.3557,3.19208,1.10528,tau,273201718
5.20257,2.47623,-2.16765,tau,273201718
5.69947,-3.13923,-1.75033,tau,273201718
5.76304,3.78697,-0.695357,tau,273201718
3.78478,4.48609,-2.23665,tau,273201718
5.79613,0.694101,-0.488679,tau,273201718
11.6338,-3.49819,2.73469,tau,273201718
11.1703,4.29082,1.84516,tau,273201718
3.51131,-4.3019,-0.165246,tau,273201718
3.48136,5.00245,-1.95946,tau,273201718
3.33385,2.92424,0.507595,tau,273201718
11.9623,-3.71274,-0.338807,tau,273201718
5.66573,-4.54819,0.44697,tau,273201718
5.24274,4.04121,-1.70972,tau,273201718
4.23645,5.01584,1.20068,tau,273201718
5.19045,3.26427,-1.14623,tau,273201718
4.56052,-4.75212,-2.1907,tau,273201718
4.36083,-2.19037,0.690604,tau,273201718
15.9979,2.98999,-0.192936,tau,273201718
16.4193,2.89912,-2.64833,tau,273201718
4.02143,-4.83395,1.72082,tau,273201718
16.4389,-3.98216,-1.66462,tau,273201718
17.0276,-2.76466,2.80295,tau,273201718
4.30511,-1.6687,-2.44283,tau,273201718
4.21544,-2.80469,-0.542733,tau,273201718
4.21849,-3.81349,1.668,tau,273201718
7.02172,3.55543,2.24022,tau,273201718
8.59497,4.35068,0.539244,tau,273201718
8.57819,1.82246,-3.10793,tau,273201718
8.73119,-3.98327,0.825984,tau,273201718
8.7389,-2.74945,1.98618,tau,273201718
8.46236,4.70202,-0.917994,tau,273201718
10.9463,1.24895,2.10011,tau,273201718
7.52945,2.9803,2.75947,tau,273201718
7.41915,-2.84175,0.937444,tau,273201718
7.19464,-3.88841,-2.44301,tau,273201718
7.08709,2.84309,1.78264,tau,273201718
8.84307,-4.10346,2.38455,tau,273201718
8.9036,-2.11166,-2.93075,tau,273201718
9.3534,4.29038,2.7185,tau,273201718
3.32846,-4.25741,-3.01031,tau,273201718
9.8081,-3.19884,-1.0303,tau,273201718
6.72287,-4.26268,-0.936243,tau,273201718
6.55752,3.2472,-1.88694,tau,273201718
6.46039,-2.87655,-2.79474,tau,273201718
10.7613,3.63748,0.216747,tau,273201718
10.9274,3.75987,-2.52862,tau,273201718
1.00749,2.45718,-1.55975,tau,273201718
1.53007,-2.27947,-1.08958,tau,273201718
0.649065,-2.40611,0.297232,tau,273201718
0.869152,1.54167,-1.00014,tau,273201718
1.10444,1.57502,0.61374,tau,273201718
3.23228,-0.638447,-0.627174,tau,273201718
3.98077,1.68014,1.24256,tau,273201718
1.71001,-1.73394,-1.88445,tau,273201718
2.17578,-1.41146,2.87658,tau,273201718
3.28006,0.58163,0.936817,tau,273201718
1.32634,2.3921,-0.529034,tau,273201718
5.62438,0.993035,0.0186055,tau,273201718
1.87223,1.41728,-2.30754,tau,273201718
6.73734,0.178115,-2.48232,tau,273201718
1.53299,0.717875,1.44186,tau,273201718
0.829475,-1.31151,-1.69262,tau,273201718
1.14959,-1.13894,0.49857,tau,273201718
3.16325,-0.406207,2.8826,tau,273201718
20.7528,0.122869,-0.49913,photon,273201718
16.715,-2.08336,2.25417,photon,273201718
1.22976,0.400907,-2.86161,track,273201718
0.950488,-1.42928,-2.89966,track,273201718
1.63039,1.33902,-2.76506,track,273201718
1.23115,-1.91118,-2.79627,track,273201718
2.10889,0.770666,-2.74277,track,273201718
0.800825,1.07401,-2.63177,track,273201718
1.17075,-0.911934,-2.56398,track,273201718
1.21775,-1.48492,-2.55641,track,273201718
1.11071,0.284699,-2.47518,track,273201718
3.01167,-0.000710728,-2.4309,track,273201718
1.46844,-0.742926,-2.3717,track,273201718
1.01408,1.44549,-2.26449,track,273201718
2.32181,0.528474,-2.2656,track,273201718
0.780868,0.114129,-2.24186,track,273201718
1.67776,-0.841454,-2.15464,track,273201718
1.76875,1.03909,-2.16082,track,273201718
0.998279,-0.837667,-2.08666,track,273201718
1.42543,1.46007,-2.1043,track,273201718
0.780442,-0.455669,-1.99789,track,273201718
1.16467,1.2282,-1.99123,track,273201718
0.802799,-0.9885,-2.02363,track,273201718
0.814644,1.60786,-1.82833,track,273201718
1.49543,0.277787,-1.88475,track,273201718
0.806765,1.5663,-1.79294,track,273201718
0.927417,-0.503944,-1.67042,track,273201718
1.23819,-0.865919,-1.68098,track,273201718
0.771903,0.164734,-1.57655,track,273201718
1.22893,1.4331,-1.56179,track,273201718
1.17955,1.56953,-1.63341,track,273201718
1.11683,1.36128,-1.53527,track,273201718
3.70704,0.63321,-1.55159,track,273201718
1.54435,1.13434,-1.51704,track,273201718
0.972826,1.78741,-1.58495,track,273201718
1.43958,1.52204,-1.47145,track,273201718
0.793859,0.361018,-1.38195,track,273201718
0.795074,1.10743,-1.35644,track,273201718
1.08932,0.82243,-1.23262,track,273201718
0.754594,-1.49509,-1.20879,track,273201718
0.862161,-1.4908,-1.05115,track,273201718
0.869152,1.54167,-1.00014,track,273201718
1.06304,-1.42048,-0.949755,track,273201718
0.767256,-0.936614,-0.955083,track,273201718
1.01687,1.41842,-0.810185,track,273201718
2.90796,0.0222626,-0.671452,track,273201718
1.10189,0.387356,-0.72643,track,273201718
1.10096,-0.556133,-0.60353,track,273201718
0.969663,-1.67983,-0.558731,track,273201718
0.825048,-1.23943,-0.536874,track,273201718
1.40223,-0.617233,-0.611021,track,273201718
15.5277,0.13316,-0.503431,track,273201718
0.969645,1.01299,-0.515226,track,273201718
1.12645,-0.395165,-0.426572,track,273201718
1.95277,0.13281,-0.479091,track,273201718
1.08695,0.304227,-0.492006,track,273201718
15.9924,0.107179,-0.441365,track,273201718
1.15381,1.02067,-0.356083,track,273201718
0.93034,-0.156056,-0.350394,track,273201718
1.01787,-0.557383,-0.068139,track,273201718
2.15092,0.136031,-0.0349033,track,273201718
1.50059,0.323935,-0.0248308,track,273201718
1.34197,-1.94706,-0.0686526,track,273201718
3.57685,0.998288,0.153247,track,273201718
2.82183,-0.23984,0.176817,track,273201718
3.19715,-0.443048,0.320238,track,273201718
1.01285,1.20032,0.375184,track,273201718
1.64237,-0.629153,0.310056,track,273201718
1.21195,0.351168,0.487197,track,273201718
0.87257,-0.717475,0.418209,track,273201718
1.14958,-1.13894,0.49857,track,273201718
1.29606,0.511253,0.589966,track,273201718
1.10444,1.57502,0.61374,track,273201718
0.773228,1.25675,1.00925,track,273201718
1.8517,-0.826124,0.991545,track,273201718
0.902521,-1.59052,0.928711,track,273201718
0.897361,0.156071,1.10723,track,273201718
2.25324,-0.902157,1.05632,track,273201718
0.844833,-0.727786,1.17387,track,273201718
1.00762,1.10595,1.24817,track,273201718
3.98077,1.68014,1.24256,track,273201718
1.19813,-1.20046,1.30642,track,273201718
0.853041,-1.42959,1.3307,track,273201718
1.93907,-0.595471,1.3607,track,273201718
1.53299,0.717875,1.44186,track,273201718
1.15807,-1.05392,1.40416,track,273201718
1.14171,-0.485253,1.42185,track,273201718
1.63374,-1.84688,1.44809,track,273201718
0.97586,0.945015,1.46355,track,273201718
3.25302,-0.825014,1.54754,track,273201718
0.760004,-0.0648783,1.6163,track,273201718
2.11232,-0.777331,1.59878,track,273201718
1.00703,-1.44614,1.60745,track,273201718
1.05911,0.135591,1.73241,track,273201718
1.22966,-1.76645,1.80058,track,273201718
0.916378,-0.774721,1.82238,track,273201718
1.59145,-0.808713,1.90892,track,273201718
2.02852,1.06801,2.091,track,273201718
8.96264,0.0664684,2.32324,track,273201718
2.70268,-0.616944,2.3428,track,273201718
1.71899,1.3027,2.36381,track,273201718
0.978076,1.727,2.38641,track,273201718
1.50568,-1.65194,2.41358,track,273201718
1.117,-0.490805,2.4689,track,273201718
0.924758,-0.4836,2.69764,track,273201718
1.18796,-1.49339,2.65934,track,273201718
1.01958,-0.939137,2.71197,track,273201718
1.58822,-0.803147,2.73897,track,273201718
0.928496,-1.50682,2.85181,track,273201718
0.881654,-1.43592,2.79393,track,273201718
0.807965,0.370145,2.8135,track,273201718
0.77293,1.21583,2.93607,track,273201718
0.876126,-0.897233,2.93931,track,273201718
3.16325,-0.406207,2.8826,track,273201718
1.4908,0.380822,2.99859,track,273201718
0.755346,-1.32813,3.09212,track,273201718
2.84781,1.12061,3.03879,track,273201718
0.870641,1.30286,3.04727,track,273201718
1.54366,0.226277,3.07786,track,273201718
1.67378,0.730578,3.08443,track,273201718
1.22421,2.36967,-3.09633,track,273201718
1.00749,2.45718,-1.55975,track,273201718
1.32634,2.3921,-0.529034,track,273201718
1.16293,2.52617,1.17233,track,273201718
1.08065,2.08726,2.2305,track,273201718
1.05575,-2.10348,-3.01808,track,273201718
1.70213,-2.05123,-2.8968,track,273201718
1.00175,-1.98527,-2.09348,track,273201718
1.36004,-2.20624,-0.119274,track,273201718
1.25257,-2.25551,1.71208,track,273201718
2.65185,-1.85044,1.88291,track,273201718
2.8707,-2.34936,1.88946,track,273201718
1.21001,-2.01182,2.01243,track,273201718
1.47083,-2.03014,2.02288,track,273201718
1.62779,-2.08465,2.10754,track,273201718
4.57956,-2.23672,2.33178,track,273201718
14.3798,-2.04403,2.38674,track,273201718
1.57055,-0.581493,-2.91548,track,273201718
0.841471,-1.29266,-1.71876,track,273201718
1.32295,-1.8501,-0.368457,track,273201718
4.06241,0.484576,-1.41917,track,273201718
1.63399,-1.77032,0.0400441,track,273201718
0.967919,0.23091,1.15503,track,273201718
8.32338,-0.445865,1.32781,track,273201718
0.924171,1.93383,2.16931,track,273201718
1.87223,1.41728,-2.30754,track,273201718
1.30228,-0.590713,2.25733,track,273201718
20.2468,0.549044,-1.47399,track,273201718
28.3568,0.555503,-1.47583,track,273201718
0.966055,-1.01513,0.490218,track,273201718
1.10932,0.531241,0.881333,track,273201718
3.62143,-0.0536086,2.35922,track,273201718
1.1933,1.99656,0.146006,track,273201718
3.22968,-1.73247,1.58461,track,273201718
1.98863,-0.963838,-2.3086,track,273201718
2.40548,1.36905,-1.6725,track,273201718
0.929622,1.76551,2.36151,track,273201718
0.813782,-0.98656,-2.83761,track,273201718
0.822602,1.48728,1.65164,track,273201718
0.829475,-1.31151,-1.69262,track,273201718
1.64175,-0.155582,-0.995048,track,273201718
1.67143,-0.433449,-0.0993749,track,273201718
1.50006,-2.00857,-2.75252,track,273201718
1.53007,-2.27947,-1.08958,track,273201718
1.65579,-2.00067,-1.8188,track,273201718
1.18891,-2.12461,-1.63976,track,273201718
0.988721,0.880567,-2.05499,track,273201718
0.80657,-0.346677,-0.451478,track,273201718
1.53658,0.88841,-0.200694,track,273201718
1.60401,0.413047,2.19757,track,273201718
1.48956,0.750621,-2.76262,track,273201718
0.777194,-0.201529,-2.31668,track,273201718
1.64742,0.428309,3.08161,track,273201718
1.03623,1.32625,-0.0388114,track,273201718
0.913309,0.736202,1.53627,track,273201718
2.29249,-1.80938,-1.63807,track,273201718
1.06279,1.92232,-0.786451,track,273201718
1.42183,1.03219,-0.923933,track,273201718
0.768626,-0.0632822,-2.72936,track,273201718
1.71794,-1.75875,-1.32901,track,273201718
1.23811,-2.05697,1.85703,track,273201718
0.968324,-1.49871,0.676849,track,273201718
1.44128,-1.82547,-1.04558,track,273201718
0.939435,-1.29606,0.278377,track,273201718
1.47192,-1.20013,-0.491943,track,273201718
1.18101,-1.66942,0.0190536,track,273201718
0.989575,0.372189,0.664431,track,273201718
1.60928,2.21899,-2.38761,track,273201718
1.45629,-2.41521,2.64812,track,273201718
1.11045,1.57879,-2.97846,track,273201718
0.958664,-0.616117,-0.760084,track,273201718
0.803824,1.26122,-0.324754,track,273201718
0.935566,-0.950667,-0.255851,track,273201718
1.20251,-0.428916,-0.149616,track,273201718
1.72955,-0.83166,-2.41193,track,273201718
1.17236,-0.971281,-2.41796,track,273201718
1.41498,0.120249,-0.330558,track,273201718
0.825357,-0.210279,0.468081,track,273201718
1.21946,0.559989,0.613656,track,273201718
1.06359,0.677354,1.06059,track,273201718
0.808869,0.584245,1.5869,track,273201718
0.920757,2.09852,0.976805,track,273201718
3.07108,-1.56133,-3.13338,track,273201718
1.18053,-1.83824,-0.21381,track,273201718
0.85733,-1.71083,-0.0841157,track,273201718
0.839376,-1.55767,-2.56973,track,273201718
1.14147,-1.72881,-2.09997,track,273201718
1.1227,-1.97067,2.0224,track,273201718
2.40049,-2.13716,2.15193,track,273201718
0.917472,-1.78556,-3.0587,track,273201718
1.89547,-0.981535,-2.32875,track,273201718
0.831358,0.806931,-1.1514,track,273201718
0.90861,0.656325,-1.00463,track,273201718
1.3121,0.615783,-1.13629,track,273201718
1.08166,-0.546985,-0.608662,track,273201718
1.04646,0.753494,-0.493928,track,273201718
1.39829,1.0658,-1.02748,track,273201718
0.790105,0.111635,-0.763065,track,273201718
1.12839,0.673561,-0.353851,track,273201718
2.26519,-1.12161,0.637612,track,273201718
1.07063,0.21275,0.392104,track,273201718
1.83347,0.737894,2.52033,track,273201718
2.99281,1.54211,-1.61319,track,273201718
1.54058,1.82991,3.00497,track,273201718
0.974359,-1.40489,-0.627312,track,273201718
1.11485,-1.31755,1.63575,track,273201718
0.744814,-1.28101,2.97159,track,273201718
1.80468,-1.65617,2.70196,track,273201718
0.987941,-1.79161,-0.354682,track,273201718
1.24722,-1.70765,-2.3325,track,273201718
4.67612,2.04696,-3.05581,electron,273204798
3.36274,-1.40236,-1.09101,electron,273204798
1.14334,1.79567,2.69545,tau,273204798
1.49612,-1.16147,1.8991,tau,273204798
2.76093,-0.1317,-2.98108,tau,273204798
0.896462,1.31095,-0.528006,tau,273204798
0.600123,-1.0456,-1.68945,tau,273204798
1.11362,0.0874512,2.27813,tau,273204798
3.61822,1.01226,1.18803,tau,273204798
92.2909,0.436223,-3.04083,tau,273204798
7.52957,1.96375,-2.91077,tau,273204798
8.64223,-2.13836,3.06047,tau,273204798
36.6099,1.83104,0.0238664,tau,273204798
5.22675,1.76063,0.817415,tau,273204798
1.51005,2.72649,1.5832,tau,273204798
3.07371,1.04381,0.0231035,tau,273204798
5.14855,3.46495,2.11798,tau,273204798
16.7115,-2.87401,2.19942,tau,273204798
16.6484,2.89716,-2.19539,tau,273204798
13.3341,3.04557,-2.83412,tau,273204798
12.9641,-2.96088,-2.71489,tau,273204798
10.2704,2.88147,0.779572,tau,273204798
9.44632,3.81968,3.04609,tau,273204798
9.29166,0.308019,-0.43798,tau,273204798
12.8865,-3.60993,0.340818,tau,273204798
4.45827,4.53602,-0.919589,tau,273204798
5.2282,-1.09505,2.80599,tau,273204798
3.19854,-2.5688,-0.735206,tau,273204798
5.07849,-4.56323,-0.414342,tau,273204798
5.03051,-4.33242,-1.87428,tau,273204798
5.02337,-3.53994,2.77465,tau,273204798
4.59322,-3.80449,2.22077,tau,273204798
4.56876,4.32386,2.42284,tau,273204798
4.56661,-4.33256,3.07833,tau,273204798
5.33417,2.05057,2.02102,tau,273204798
4.38599,3.7863,-2.41948,tau,273204798
4.21344,0.124974,-1.60634,tau,273204798
3.92631,4.58122,-2.22293,tau,273204798
3.76816,-0.269675,-0.921293,tau,273204798
3.38607,-1.83819,1.60589,tau,273204798
3.32265,-4.47573,0.431006,tau,273204798
3.29066,2.43398,-0.396166,tau,273204798
3.2289,-3.81335,-0.370179,tau,273204798
6.98322,2.34857,-2.29221,tau,273204798
8.85011,1.18254,1.78433,tau,273204798
8.47497,-3.80532,-2.35684,tau,273204798
8.41254,-4.52335,1.80758,tau,273204798
8.20745,-3.89388,-1.07625,tau,273204798
8.19408,-3.08075,-1.29373,tau,273204798
7.47941,2.93152,-1.58696,tau,273204798
7.22934,2.81226,2.73936,tau,273204798
7.05528,-2.18368,-1.41536,tau,273204798
8.95874,-2.96889,-0.119761,tau,273204798
6.19593,3.87049,0.919225,tau,273204798
6.1501,2.86408,-0.965859,tau,273204798
6.03944,3.70408,-1.75329,tau,273204798
5.89032,-3.45053,1.51987,tau,273204798
5.87646,-3.42214,-1.82728,tau,273204798
5.86411,3.16147,-0.0989374,tau,273204798
5.60731,-2.9278,0.777309,tau,273204798
5.3982,3.82667,-1.02313,tau,273204798
1.77616,-1.88269,0.0362174,tau,273204798
2.22052,-1.58935,-0.106376,tau,273204798
2.55335,-1.01607,-2.76754,tau,273204798
3.59307,-0.28007,1.98491,tau,273204798
0.637684,1.8587,-0.882504,tau,273204798
2.86016,-0.45408,1.23565,tau,273204798
3.93717,-0.927488,-0.387709,tau,273204798
6.20928,0.697519,-2.10612,tau,273204798
1.2249,-2.24497,0.987233,tau,273204798
1.58521,-0.41617,-1.67708,tau,273204798
4.45993,-0.301839,0.0936358,tau,273204798
4.33337,-1.4578,-0.98713,tau,273204798
0.523685,1.20121,-2.42964,tau,273204798
0.721287,2.31096,0.698469,tau,273204798
1.35781,0.816742,2.62435,tau,273204798
1.33296,-1.38334,-2.13418,tau,273204798
1.39061,0.11742,-2.49043,tau,273204798
0.671383,-2.22447,-2.60828,tau,273204798
1.37756,1.16677,-3.12682,tau,273204798
0.585342,0.876723,-1.20774,tau,273204798
1.38471,-1.1348,0.74891,tau,273204798
0.948484,0.511756,0.73711,tau,273204798
4.63193,2.04686,-3.05619,track,273204798
1.49814,-0.0553539,-2.99562,track,273204798
2.76093,-0.1317,-2.98108,track,273204798
1.12252,1.9469,-2.91359,track,273204798
1.34551,1.90959,-2.98297,track,273204798
4.20688,1.91573,-2.85973,track,273204798
1.19547,2.13604,-2.80486,track,273204798
0.864668,-1.56963,-2.4877,track,273204798
1.39061,0.11742,-2.49043,track,273204798
1.44569,0.840895,-2.25696,track,273204798
0.806743,1.64219,-2.10123,track,273204798
1.33296,-1.38334,-2.13418,track,273204798
0.763062,-1.27884,-1.98198,track,273204798
1.20963,-0.990233,-1.87046,track,273204798
2.62092,0.492959,-1.64453,track,273204798
1.58521,-0.41617,-1.67708,track,273204798
0.756754,-0.596894,-1.36753,track,273204798
0.779526,0.255258,-1.1727,track,273204798
1.06856,0.491263,-1.0697,track,273204798
2.16266,-1.4024,-1.07895,track,273204798
1.23422,0.379077,-1.04008,track,273204798
1.51057,-0.845213,-0.807468,track,273204798
1.04843,-1.55982,-0.648102,track,273204798
0.896462,1.31095,-0.528006,track,273204798
1.25098,-1.37379,-0.531828,track,273204798
0.769842,0.0212075,-0.382791,track,273204798
1.19945,1.31272,-0.355613,track,273204798
1.37537,-2.05601,-0.269499,track,273204798
1.81405,-1.04313,-0.254429,track,273204798
0.995706,0.431729,-0.288802,track,273204798
2.22052,-1.58935,-0.106376,track,273204798
3.80996,1.57528,-0.00533245,track,273204798
1.28283,0.925471,0.0337197,track,273204798
1.19262,1.51841,0.0487893,track,273204798
1.19387,-0.132429,0.171334,track,273204798
0.952926,-1.127,0.363559,track,273204798
1.00766,-1.35486,0.370276,track,273204798
1.2106,1.61354,0.676932,track,273204798
0.818987,-0.645352,0.63652,track,273204798
0.948484,0.511756,0.73711,track,273204798
1.38471,-1.1348,0.74891,track,273204798
0.89122,1.04356,1.00314,track,273204798
0.758464,-0.0920535,1.05153,track,273204798
1.22466,-2.24497,0.987233,track,273204798
0.935773,1.56318,1.01543,track,273204798
1.26905,-0.482495,1.11772,track,273204798
0.781783,0.843848,1.22047,track,273204798
2.57343,1.02573,1.19387,track,273204798
0.945853,-0.0900531,1.29734,track,273204798
1.1601,-0.283665,1.43253,track,273204798
1.31859,-0.3516,1.43997,track,273204798
0.749313,0.761189,1.50569,track,273204798
2.2137,1.07137,1.7825,track,273204798
1.49612,-1.16147,1.8991,track,273204798
0.980492,-0.275525,2.23046,track,273204798
1.02985,-0.616825,2.18407,track,273204798
1.11362,0.0874512,2.27813,track,273204798
1.098,1.93516,2.22049,track,273204798
1.06623,0.162097,2.38301,track,273204798
1.06804,-0.19927,2.4651,track,273204798
1.43931,0.204779,2.47037,track,273204798
1.35781,0.816742,2.62435,track,273204798
0.812733,-1.8783,2.75652,track,273204798
1.71465,-2.09975,2.7369,track,273204798
1.14334,1.79567,2.69545,track,273204798
0.854222,1.84855,2.85935,track,273204798
0.811018,-0.330438,2.87592,track,273204798
1.40762,-2.18899,2.93829,track,273204798
8.64223,-2.13836,3.06047,track,273204798
1.37756,1.16677,-3.12682,track,273204798
1.54174,2.31612,-1.9722,track,273204798
1.546,1.89271,-0.187425,track,273204798
1.22527,2.28035,-0.115626,track,273204798
4.51469,1.90006,-0.033429,track,273204798
3.87875,1.90438,-0.00450593,track,273204798
3.83733,1.81952,-0.00227548,track,273204798
1.81441,-2.10376,-1.41169,track,273204798
80.8122,0.435855,-3.03917,track,273204798
1.70477,0.869447,0.0408275,track,273204798
1.01889,1.38633,1.05691,track,273204798
0.959397,-1.2023,1.76025,track,273204798
1.08775,-0.193804,2.13062,track,273204798
1.27017,-1.76609,3.08888,track,273204798
1.62019,0.962682,0.142592,track,273204798
2.99241,1.66252,-0.139385,track,273204798
36.6099,1.83104,0.0238664,track,273204798
2.95245,1.89525,0.071076,track,273204798
2.5177,1.77538,0.0715964,track,273204798
2.78083,1.78533,0.0843587,track,273204798
1.28313,1.95789,0.140342,track,273204798
1.77616,-1.88269,0.0362174,track,273204798
1.3499,0.234901,2.04918,track,273204798
2.0938,0.669005,-2.10094,track,273204798
2.69415,0.632273,-2.02943,track,273204798
1.5127,0.830995,-0.203486,track,273204798
2.6395,-0.385078,0.0804035,track,273204798
1.26413,0.61582,-2.9915,track,273204798
0.884999,-0.252178,-2.19329,track,273204798
1.1549,-0.149926,0.634241,track,273204798
0.859127,-1.54117,-2.56631,track,273204798
0.759851,0.461906,-2.55099,track,273204798
1.68248,2.06586,0.0618334,track,273204798
1.06949,2.18365,0.600009,track,273204798
1.4485,-1.81592,0.6697,track,273204798
1.84565,2.33686,0.456394,track,273204798
2.44972,1.17511,1.20803,track,273204798
0.751177,-0.0101149,-3.01674,track,273204798
1.24837,-0.0780185,1.8418,track,273204798
0.970233,-2.46762,1.03725,track,273204798
0.829002,1.71198,1.90356,track,273204798
1.49243,2.13565,1.87121,track,273204798
0.901699,-1.85306,-2.45207,track,273204798
0.959562,0.561726,-0.351913,track,273204798
1.05179,1.28432,0.179121,track,273204798
1.11219,-1.13292,1.72237,track,273204798
1.1457,-0.983397,1.94722,track,273204798
1.02223,-1.1052,2.83553,track,273204798
2.01951,2.11917,0.252262,track,273204798
1.24815,2.2111,2.78106,track,273204798
0.840023,-1.62818,-2.42239,track,273204798
1.99841,-2.05344,-1.40524,track,273204798
8.39523,-2.14078,3.05264,track,273204798
5.63037,0.44652,-3.06549,track,273204798
0.865069,-1.02739,-1.84117,track,273204798
0.924199,-0.175782,0.0770142,track,273204798
0.74285,-0.116929,-0.820348,track,273204798
1.0628,0.402333,-0.423435,track,273204798
1.09958,1.20667,-0.276929,track,273204798
1.22499,-0.124596,0.825787,track,273204798
1.22099,1.58001,0.57355,track,273204798
1.12115,1.56188,0.374868,track,273204798
1.10391,1.85153,2.68567,track,273204798
0.920513,-1.32956,-1.50136,track,273204798
1.26703,-1.61825,1.0006,track,273204798
0.912483,1.26654,-1.65725,tau,273206142
3.99705,0.992425,-0.55656,tau,273206142
1.43751,-1.17579,-2.95159,tau,273206142
1.03601,-0.88723,2.15757,tau,273206142
1.1056,0.435932,1.4334,tau,273206142
0.509448,2.14945,-0.357132,tau,273206142
2.72024,0.228204,-2.88181,tau,273206142
1.355,0.32211,2.63858,tau,273206142
1.80614,-1.40464,2.68909,tau,273206142
47.098,-0.491257,-3.12511,tau,273206142
25.4237,0.0424097,-0.1147,tau,273206142
2.61611,-0.591795,-0.884835,tau,273206142
4.46843,-0.391596,2.33077,tau,273206142
5.49123,-2.51061,2.74507,tau,273206142
3.35266,-0.726623,-2.4697,tau,273206142
5.30749,-1.60858,2.20767,tau,273206142
3.0699,0.585454,0.603296,tau,273206142
11.861,0.00522961,0.83239,tau,273206142
4.80746,4.42909,2.39202,tau,273206142
6.83617,-3.36216,-1.47558,tau,273206142
6.60113,3.74115,0.551576,tau,273206142
6.55015,3.72455,-1.93184,tau,273206142
5.87939,-4.49107,0.946261,tau,273206142
5.76463,-4.97978,-2.60867,tau,273206142
5.66682,-1.90652,-3.04873,tau,273206142
5.23806,-3.51735,2.72499,tau,273206142
5.03145,-4.34108,-0.822023,tau,273206142
7.28642,-4.29541,-3.06058,tau,273206142
4.76517,2.22674,-1.65138,tau,273206142
3.76757,2.99466,-1.05448,tau,273206142
3.60409,-3.6204,-0.664499,tau,273206142
3.51429,-4.85216,-1.9267,tau,273206142
3.45084,-2.8876,0.733846,tau,273206142
3.33218,3.94977,-0.891333,tau,273206142
3.21782,4.5197,0.485539,tau,273206142
3.06398,4.85537,-0.399962,tau,273206142
9.12941,-3.10395,1.64534,tau,273206142
14.1031,2.82747,-0.192219,tau,273206142
13.6339,-0.941666,-1.65282,tau,273206142
12.8529,-3.45672,0.226528,tau,273206142
10.8609,-4.09432,2.3042,tau,273206142
3.02185,-4.85987,-1.15557,tau,273206142
9.81583,3.99045,-2.73619,tau,273206142
9.5405,3.04807,1.75091,tau,273206142
9.47744,-2.46705,2.10085,tau,273206142
15.2654,-3.11292,-2.77894,tau,273206142
9.10909,2.90422,0.461159,tau,273206142
8.72588,-3.62574,1.05775,tau,273206142
8.66856,-1.90572,-0.319713,tau,273206142
8.43236,-2.6729,-0.844723,tau,273206142
7.81546,3.26795,2.4239,tau,273206142
7.4998,-3.75692,-2.20726,tau,273206142
7.44557,-4.14627,-1.5081,tau,273206142
7.42143,-4.3263,0.0887142,tau,273206142
2.11099,0.278274,-2.15681,tau,273206142
3.92022,2.61306,-2.51315,tau,273206142
2.16022,-2.08822,1.26824,tau,273206142
2.39721,1.09203,1.83922,tau,273206142
1.40518,-2.46102,-2.01675,tau,273206142
3.35108,1.83499,-2.98196,tau,273206142
0.712494,1.58253,-0.423266,tau,273206142
1.43654,-1.03504,1.63069,tau,273206142
4.09893,-0.482138,0.226055,tau,273206142
