pt,eta,phi,charge,pos_x,pos_y,pos_z,particle_type,event_id
40.5181,1.67746,-0.484969,0.0,0.000707769,0.000606687,0.0219375,photon,652427387
10.4967,-1.84469,1.07379,0.0,0.000707769,0.000606687,0.0219375,photon,652427387
11.8247,0.160167,1.15799,1.0,0.000711503,0.000620111,0.0219488,muon,652427387
187.368,0.461175,1.7024,0.0,0.000715703,0.000616198,-0.0596735,photon,1096322394
1.70265,1.78791,-0.057471,-1.0,0.000718562,0.000587122,-0.0170523,muon,1096322394
2.93683,2.44375,0.786764,1.0,0.000737441,0.000604797,-0.0180573,muon,1096322394
1.46606,-2.06081,-1.5181,1.0,0.00058962,0.000616858,-0.0559936,muon,1096322394
1.21485,1.62184,-1.16316,1.0,-0.0147728,-0.00606542,-0.0348477,muon,1096322394
33.7199,-0.878768,-1.19268,-1.0,0.000667024,0.000629171,-0.020016,electron,617229881
13.94,-1.32429,2.53916,-1.0,0.00073885,0.000698697,-0.0200966,electron,617229881
6.28083,-0.154323,-1.52962,-1.0,0.000663678,0.000642087,-0.0200967,electron,617229881
12.6393,-1.31806,2.57872,0.0,0.000701695,0.000656425,-0.0200885,photon,617229881
20.5665,-0.882299,-1.17259,0.0,0.000701695,0.000656425,-0.0200885,photon,617229881
0.910509,-1.79788,-1.42163,-1.0,0.00390825,0.00113267,-0.0930998,muon,617229881
6.07823,-0.304977,1.85379,1.0,0.00060151,0.000584699,-0.00845224,electron,1096409638
50.3995,-1.85641,-2.73901,0.0,0.000740846,0.000618827,-0.00847587,photon,1096409638
29.2811,2.26721,0.0847911,0.0,0.000740846,0.000618827,-0.00847587,photon,1096409638
8.06379,-0.160412,1.97205,-1.0,0.00102071,0.000748343,-0.00894584,muon,1096409638
28.187,-1.16245,1.92001,-1.0,0.000732722,0.000620685,-0.0676053,electron,651987545
36.5886,0.97744,-0.777525,0.0,0.000711551,0.000597197,-0.0675749,photon,651987545
28.5611,-1.12973,1.94157,0.0,0.000711551,0.000597197,-0.0675749,photon,651987545
12.9524,0.773112,-1.02315,0.0,0.000711551,0.000597197,-0.0675749,photon,651987545
20.9414,-1.94604,-0.971711,1.0,0.000690849,0.000613747,-0.0706425,muon,201585786
1.78766,-1.86579,-1.62293,-1.0,0.000909085,0.000603724,0.0580048,muon,201585786
0.9159,-1.89822,0.037461,1.0,0.000705232,0.000598653,-0.0197152,muon,201585786
1.06441,-1.70154,0.553741,-1.0,0.000723439,0.000588591,-0.00404531,muon,201585786
3.37315,0.402057,0.435036,-1.0,0.000957766,7.91302e-05,-0.0147962,electron,201269770
3.86625,-1.60079,-0.0940295,1.0,0.000679469,0.000341065,9.4948e-05,electron,201269770
10.9754,1.94619,2.10339,-1.0,0.0013221,0.000980376,-0.0662202,electron,201269770
17.6273,0.784103,0.873317,0.0,0.000710912,0.000616211,0.0153885,photon,201269770
1.19974,2.31255,-2.73657,-1.0,0.000650549,0.000740499,-0.0362924,muon,201269770
12.768,-0.256074,2.06368,1.0,0.00057065,0.000545054,-0.0147295,muon,201269770
1.05744,1.74789,-1.85479,-1.0,0.000890203,0.000562428,0.0257007,muon,201269770
3.56398,-0.325312,-1.58289,-1.0,0.000914075,0.000614704,-0.0149332,muon,201269770
1.05173,1.74694,-1.38418,1.0,0.00069936,0.000613576,0.026021,muon,201269770
9.12785,-0.301992,2.17398,1.0,0.000780857,0.000669442,-0.0145859,muon,201269770
