et,eta,theta,phi,event_id
16.1288,-2.73656,3.01219,-0.790445,Event_273102462
15.7722,-1.40839,2.66193,-1.29223,Event_273102462
15.6071,1.62504,0.388834,2.85263,Event_273102462
15.233,-0.538376,2.0849,-2.16838,Event_273102462
13.267,2.68832,0.135781,-1.4482,Event_273102462
11.714,-3.99517,3.10479,0.193648,Event_273102462
11.6215,-3.74438,3.0943,-2.48872,Event_273102462
10.6141,-2.68707,3.00564,-1.70491,Event_273102462
10.3764,-1.97173,2.86494,2.89806,Event_273102462
10.306,-1.24913,2.58307,-0.143364,Event_273102462
9.05446,2.08515,0.247308,-0.766773,Event_273102462
8.83899,2.63502,0.14319,2.26604,Event_273102462
9.42096,0.450804,1.13453,2.90587,Event_273102462
9.32834,0.649507,0.962661,0.948992,Event_273102462
8.36393,-4.37619,3.11645,-1.4053,Event_273102462
8.32298,3.78138,0.0455744,-0.405359,Event_273102462
8.07553,4.00844,0.0363194,-2.75463,Event_273102462
7.67483,-1.73185,2.79131,0.84065,Event_273102462
7.97147,0.55999,1.03797,-2.12748,Event_273102462
7.45095,2.93628,0.106026,0.764379,Event_273102462
7.23736,-2.8757,3.02896,2.45325,Event_273102462
7.02974,-4.83025,3.12562,2.60482,Event_273102462
6.07575,3.69211,0.0498287,1.76761,Event_273102462
5.64676,-4.47995,3.11893,1.03641,Event_273102462
5.13394,1.6648,0.374033,0.82855,Event_273102462
4.77244,2.96043,0.103501,-2.72585,Event_273102462
4.50674,-2.57268,2.98923,0.102371,Event_273102462
4.72221,-0.453677,2.00967,2.99303,Event_273102462
4.22682,4.22439,0.0292664,2.5849,Event_273102462
4.12238,1.39959,0.483738,1.87535,Event_273102462
3.86171,-4.73108,3.12396,-2.46267,Event_273102462
4.01557,-0.594891,2.13342,0.702537,Event_273102462
3.58115,3.90978,0.0400845,-1.73748,Event_273102462
3.50317,-2.86649,3.02792,-2.77116,Event_273102462
3.17268,4.54527,0.0212338,-1.06656,Event_273102462
65.1498,-1.30831,2.61365,-0.056567,Event_273136350
57.3486,1.61748,0.391708,-1.86981,Event_273136350
57.1477,1.08799,0.649899,-3.02658,Event_273136350
40.4403,-2.50698,2.97892,1.69964,Event_273136350
26.6705,0.479607,1.10858,0.218036,Event_273136350
20.2668,3.32087,0.0722111,2.70169,Event_273136350
20.0889,-2.81986,3.02251,-0.480103,Event_273136350
16.6109,-1.33417,2.62653,-0.902791,Event_273136350
15.6543,1.44492,0.463072,1.44261,Event_273136350
15.0756,4.17045,0.0308883,0.870917,Event_273136350
15.7799,0.5538,1.04331,1.92953,Event_273136350
13.2911,-3.70583,3.09244,1.88882,Event_273136350
11.4092,-3.43061,3.07688,-2.25788,Event_273136350
11.3774,-2.97152,3.03923,2.92679,Event_273136350
11.1618,-1.4522,2.68176,-3.05558,Event_273136350
10.9241,-1.38289,2.65003,1.11104,Event_273136350
10.6267,3.07757,0.0920769,-1.79162,Event_273136350
11.5322,-0.0863262,1.65702,2.84239,Event_273136350
10.8983,0.22802,1.34473,-1.87951,Event_273136350
9.41107,-0.394216,1.95518,-0.6214,Event_273136350
8.69126,2.62313,0.144896,0.323649,Event_273136350
8.44592,-2.44573,2.9687,-2.23153,Event_273136350
8.581,-1.04907,2.46777,-2.21624,Event_273136350
8.1715,-4.34096,3.11555,0.305879,Event_273136350
7.51782,2.70202,0.133939,-2.97167,Event_273136350
7.52418,2.17454,0.226349,-0.86874,Event_273136350
7.57118,1.39977,0.483653,-0.431299,Event_273136350
6.69284,-3.09714,3.0513,0.809643,Event_273136350
6.20997,3.78134,0.0455762,-1.00449,Event_273136350
5.65293,-4.18014,3.111,-1.07524,Event_273136350
4.8044,-0.344428,1.90861,0.762468,Event_273136350
4.30891,2.1478,0.232429,2.30517,Event_273136350
4.30592,-1.57362,2.7328,2.29689,Event_273136350
4.23199,-2.86156,3.02736,-1.48437,Event_273136350
4.14484,3.92573,0.0394502,1.84907,Event_273136350
3.89565,3.0812,0.0917438,-0.250427,Event_273136350
3.59964,3.51472,0.0594948,-2.5155,Event_273136350
3.52636,-3.95781,3.10339,-2.95607,Event_273136350
3.28608,-4.58523,3.12119,2.55394,Event_273136350
3.18619,1.88718,0.30071,-3.0476,Event_273136350
100.223,0.882525,0.784585,-2.6253,Event_273164062
89.8866,0.151082,1.42029,0.744998,Event_273164062
26.5765,-1.41086,2.66307,-0.0722567,Event_273164062
25.6851,-1.79803,2.81332,-2.58176,Event_273164062
19.4943,0.105871,1.46512,1.95776,Event_273164062
17.7984,1.33893,0.512716,1.29926,Event_273164062
16.5754,-2.58452,2.99101,-0.884435,Event_273164062
15.6834,1.99626,0.270033,-2.44033,Event_273164062
13.2912,2.01714,0.264518,-0.448761,Event_273164062
13.1371,3.25845,0.0768584,0.185859,Event_273164062
13.2907,-1.4422,2.6773,-1.5447,Event_273164062
11.8842,-3.40767,3.07538,-2.9656,Event_273164062
12.0622,1.53235,0.425517,-1.51716,Event_273164062
11.0839,-2.18089,2.91666,1.16141,Event_273164062
10.8598,-4.19191,3.11136,-0.0148881,Event_273164062
10.8388,3.88869,0.0409384,1.3078,Event_273164062
10.0753,3.37921,0.0681225,-2.81607,Event_273164062
10.2113,-1.42936,2.67152,1.80734,Event_273164062
9.85653,2.54782,0.156186,1.59232,Event_273164062
10.3884,-0.38909,1.95043,-1.96055,Event_273164062
9.09412,2.8459,0.116033,-1.42897,Event_273164062
9.01332,4.05568,0.034644,-0.732945,Event_273164062
8.82419,1.3341,0.515094,2.33198,Event_273164062
8.52278,-1.01889,2.44872,0.8,Event_273164062
7.76108,-2.75959,3.01513,-2.06719,Event_273164062
7.46887,4.55878,0.0209489,0.391314,Event_273164062
7.1399,-4.64153,3.12231,2.12829,Event_273164062
7.14866,-1.77081,2.80443,2.7864,Event_273164062
6.85941,-4.36251,3.1161,-2.22982,Event_273164062
6.65724,-2.9357,3.0355,0.113475,Event_273164062
6.62984,-3.72668,3.09346,1.04115,Event_273164062
6.0795,4.19698,0.0300797,2.34755,Event_273164062
5.3813,-2.79659,3.01971,2.47722,Event_273164062
5.60648,-0.312448,1.87828,-2.93969,Event_273164062
4.85728,4.82003,0.0161328,-2.89002,Event_273164062
4.90636,0.228153,1.3446,-0.0835355,Event_273164062
4.62628,0.431168,1.1524,-1.48522,Event_273164062
4.35901,4.28671,0.0274985,-1.62997,Event_273164062
3.50135,4.85606,0.0155618,1.50975,Event_273164062
3.47657,-4.90627,3.12679,-3.01086,Event_273164062
3.27661,2.65187,0.140805,2.4851,Event_273164062
93.3401,-1.60279,2.74424,1.25131,Event_273184270
79.4049,-1.30828,2.61364,-1.93374,Event_273184270
23.5449,-3.55711,3.08457,0.871253,Event_273184270
21.0505,0.539698,1.05554,-2.9225,Event_273184270
18.6827,-3.21038,3.06095,1.88033,Event_273184270
18.4214,-2.73096,3.01146,-2.27958,Event_273184270
17.6924,4.1146,0.0326622,2.95598,Event_273184270
17.8688,-1.23739,2.57682,-0.0666418,Event_273184270
15.681,2.0188,0.264084,1.60896,Event_273184270
16.0575,1.16295,0.605887,-1.32316,Event_273184270
16.8023,-0.0726369,1.64337,0.777812,Event_273184270
15.3163,-1.69759,2.77936,3.13353,Event_273184270
15.4624,0.517823,1.07467,1.91697,Event_273184270
14.5435,4.29542,0.0272601,-0.309179,Event_273184270
13.0931,2.84706,0.115899,0.549785,Event_273184270
12.4131,3.18317,0.0828608,1.6949,Event_273184270
13.0023,1.08696,0.650525,-0.0246675,Event_273184270
12.1943,-3.11019,3.05247,-1.02512,Event_273184270
11.308,-2.90238,3.03192,0.0647393,Event_273184270
11.2162,4.00768,0.0363472,-2.04188,Event_273184270
11.04,4.14023,0.0318357,0.770502,Event_273184270
10.9681,2.1719,0.226943,-0.589624,Event_273184270
10.8459,3.30599,0.0732933,-1.01369,Event_273184270
10.8099,-0.823108,2.31415,2.45854,Event_273184270
10.0622,2.44201,0.173534,2.94395,Event_273184270
9.99519,-4.16751,3.11061,2.88572,Event_273184270
10.2714,-0.317197,1.8828,-0.965126,Event_273184270
9.21185,-2.98227,3.04032,2.93952,Event_273184270
8.73675,-2.02759,2.87979,-1.36033,Event_273184270
8.38528,-4.37234,3.11635,-0.0648007,Event_273184270
8.37786,-4.69321,3.12328,1.43003,Event_273184270
7.49462,1.92926,0.288494,-2.13226,Event_273184270
6.99342,1.35271,0.505997,2.59754,Event_273184270
6.49728,3.8563,0.0422861,2.17285,Event_273184270
5.77706,-2.02114,2.87812,2.31729,Event_273184270
5.69406,-2.27286,2.93628,0.774317,Event_273184270
5.95691,0.0644432,1.5064,-1.86807,Event_273184270
5.38357,4.83328,0.0159205,1.90176,Event_273184270
5.14025,2.96492,0.103038,-2.34252,Event_273184270
4.84999,4.9288,0.0144701,-2.62117,Event_273184270
4.91103,1.06865,0.661693,1.0707,Event_273184270
4.6405,4.65926,0.0189464,-1.24033,Event_273184270
4.60056,3.07281,0.0925158,-0.321261,Event_273184270
4.22086,1.85383,0.310748,0.548481,Event_273184270
4.1648,-4.22038,3.11221,-1.30748,Event_273184270
4.07837,-0.701786,2.22119,-2.80463,Event_273184270
3.31555,-3.82968,3.09817,-2.15533,Event_273184270
3.29917,3.08804,0.0911191,2.78413,Event_273184270
155.557,-0.425825,1.98431,-0.713381,Event_273184742
127.093,1.05374,0.670909,-2.93533,Event_273184742
121.082,0.725895,0.901356,1.70967,Event_273184742
47.8382,0.135996,1.43522,-1.58459,Event_273184742
27.9909,-2.13878,2.90708,2.18284,Event_273184742
21.1794,-3.58579,3.08618,1.49241,Event_273184742
13.9463,3.70055,0.04941,-1.10341,Event_273184742
13.9563,2.09254,0.245506,1.56606,Event_273184742
13.7922,3.11418,0.0887716,-2.04728,Event_273184742
14.4642,-0.544199,2.08997,-2.58308,Event_273184742
12.3088,4.00423,0.0364726,2.09989,Event_273184742
12.8728,0.535526,1.05917,-0.210951,Event_273184742
12.2408,-3.92802,3.10223,0.201273,Event_273184742
12.1699,-1.70896,2.78337,0.711961,Event_273184742
11.9707,3.25273,0.0772984,-0.134825,Event_273184742
11.738,-1.5171,2.70974,-2.02903,Event_273184742
11.2156,1.87447,0.304496,-0.421616,Event_273184742
10.2736,0.934599,0.74847,-1.92271,Event_273184742
9.62576,2.45406,0.171466,-3.01559,Event_273184742
9.46108,-3.36464,3.07247,-1.19514,Event_273184742
9.30567,4.59835,0.0201362,-0.489067,Event_273184742
9.22701,-0.85448,2.337,1.63281,Event_273184742
8.3272,1.33057,0.516833,2.557,Event_273184742
8.24246,0.882376,0.78469,0.860278,Event_273184742
7.82668,3.06271,0.0934534,0.879909,Event_273184742
7.93286,-1.11203,2.5061,2.98307,Event_273184742
7.39324,-3.0797,3.04971,2.27361,Event_273184742
7.25337,-2.23591,2.92861,-2.90756,Event_273184742
6.59207,-3.04728,3.04669,-2.94005,Event_273184742
6.27656,-4.34319,3.1156,2.59,Event_273184742
6.27142,2.84637,0.11598,2.5368,Event_273184742
6.23526,4.39103,0.0247746,0.938198,Event_273184742
5.90873,-4.34824,3.11573,-1.90019,Event_273184742
6.39818,-0.320462,1.88591,0.670047,Event_273184742
5.64,-1.06551,2.47797,-0.227651,Event_273184742
5.43951,4.14891,0.0315606,-2.45754,Event_273184742
5.32481,-2.82632,3.02327,0.380174,Event_273184742
5.19718,-2.37573,2.95623,-0.325092,Event_273184742
4.24732,0.911593,0.764258,-1.01102,Event_273184742
4.05401,-1.62894,2.75423,-1.00086,Event_273184742
4.00181,4.84276,0.0157702,2.96886,Event_273184742
3.73866,-4.78601,3.1249,0.736922,Event_273184742
3.71353,-2.48577,2.97545,1.3257,Event_273184742
3.65955,1.8927,0.299078,-2.38454,Event_273184742
3.5117,2.12429,0.237907,0.523746,Event_273184742
3.43963,-2.44693,2.96891,-1.68456,Event_273184742
97.4561,0.124526,1.44659,-0.473289,Event_273201718
88.7163,0.571807,1.02782,-1.48565,Event_273201718
76.1366,-2.13038,2.90512,2.20905,Event_273201718
53.6748,-0.312167,1.87801,2.4218,Event_273201718
47.2022,-0.681346,2.20482,1.38019,Event_273201718
41.2824,-1.72073,2.78747,-0.177263,Event_273201718
42.5627,0.815081,0.833372,-3.04227,Event_273201718
38.0325,1.63069,0.386697,-1.82859,Event_273201718
36.2795,-1.0507,2.46879,-2.25898,Event_273201718
33.3137,-0.304818,1.871,0.371635,Event_273201718
27.4484,3.23123,0.0789765,-0.0377789,Event_273201718
26.8894,-2.91999,3.03383,2.99327,Event_273201718
27.3911,0.984843,0.714906,0.547663,Event_273201718
24.9803,3.12503,0.0878149,-2.65471,Event_273201718
23.9464,-4.02732,3.10595,-1.68815,Event_273201718
22.7513,1.5132,0.433491,1.44367,Event_273201718
22.1828,-1.48266,2.69509,2.98543,Event_273201718
20.6891,-3.1379,3.0549,0.0345336,Event_273201718
17.89,-3.93516,3.10251,2.26685,Event_273201718
18.0948,1.24699,0.559659,-0.553457,Event_273201718
17.137,3.3375,0.0710213,1.13749,Event_273201718
16.8235,4.39307,0.0247241,1.89287,Event_273201718
16.6929,-1.32122,2.62012,0.777758,Event_273201718
15.373,2.99003,0.100488,2.33359,Event_273201718
15.7228,0.208091,1.36419,-2.33714,Event_273201718
14.1795,-4.07813,3.10772,-0.461283,Event_273201718
14.197,-1.93998,2.85613,-1.91806,Event_273201718
13.6213,-4.18694,3.11121,0.673935,Event_273201718
13.0724,4.34455,0.0259532,0.526635,Event_273201718
12.864,4.64516,0.0192154,-1.05381,Event_273201718
12.6208,-3.11525,3.05292,-1.0962,Event_273201718
12.1002,-1.83393,2.8247,1.48108,Event_273201718
12.5035,0.529507,1.06443,1.56232,Event_273201718
11.7328,1.97282,0.276357,3.13798,Event_273201718
11.5866,-3.94544,3.10291,-2.87468,Event_273201718
11.5418,4.1586,0.0312563,-2.28706,Event_273201718
11.6535,-0.987237,2.42825,-0.738024,Event_273201718
11.0207,-2.79226,3.01918,0.936536,Event_273201718
10.6239,3.34293,0.0706374,-1.51698,Event_273201718
9.66959,3.99988,0.0366314,2.57884,Event_273201718
9.27191,1.13556,0.62166,2.27196,Event_273201718
8.88484,-0.587337,2.12701,-2.94797,Event_273201718
6.60679,2.38868,0.182989,-0.846541,Event_273201718
6.59002,1.99906,0.269286,2.20073,Event_273201718
6.27521,-2.03466,2.88162,-2.84215,Event_273201718
6.0656,2.49779,0.164164,-2.07251,Event_273201718
5.91643,-4.78277,3.12485,1.55357,Event_273201718
5.80615,-1.9724,2.86512,-1.05309,Event_273201718
5.67175,-2.96888,3.03896,1.92708,Event_273201718
5.45017,-4.92338,3.12704,-2.28633,Event_273201718
5.15543,4.865,0.0154233,2.97481,Event_273201718
5.31644,-0.551895,2.09664,-1.49175,Event_273201718
5.00935,1.95673,0.280779,0.200761,Event_273201718
4.02248,2.50228,0.163432,1.31163,Event_273201718
3.92141,5.08004,0.0124392,1.24079,Event_273201718
3.59078,4.99961,0.013481,-1.99308,Event_273201718
3.56267,3.78855,0.0452491,-0.633615,Event_273201718
3.42632,-2.93515,3.03545,-1.98878,Event_273201718
3.12951,-4.95377,3.12748,0.384186,Event_273201718
121.262,0.423985,1.15897,-3.02121,Event_273204798
115.182,1.82839,0.318621,-0.00148453,Event_273204798
33.8082,2.99436,0.100054,-2.48527,Event_273204798
31.5721,1.9874,0.272405,-3.0402,Event_273204798
27.3237,-2.1165,2.90184,2.98809,Event_273204798
27.4293,1.15864,0.608342,1.29453,Event_273204798
27.1876,0.734762,0.894421,-1.94615,Event_273204798
22.6234,-2.96907,3.03898,2.21829,Event_273204798
24.4886,-0.0832972,1.654,2.25665,Event_273204798
22.5046,-1.26353,2.59065,-0.396869,Event_273204798
22.1323,0.88984,0.779429,-0.0978755,Event_273204798
22.5655,-0.296714,1.86325,0.544543,Event_273204798
19.9822,-3.49665,3.08101,0.212514,Event_273204798
19.0798,-3.34086,3.07081,-1.57693,Event_273204798
17.2882,2.81136,0.120101,0.729998,Event_273204798
16.9015,-0.975837,2.42076,-1.75795,Event_273204798
16.1243,-1.61225,2.74788,0.637515,Event_273204798
15.4814,2.9858,0.100912,-1.3064,Event_273204798
15.2767,-2.95903,3.03795,-2.72813,Event_273204798
16.9996,0.268438,1.30553,-0.907841,Event_273204798
13.5549,-4.43016,3.11777,1.90717,Event_273204798
13.2852,3.95784,0.038204,2.92941,Event_273204798
12.9678,-2.4931,2.97666,-0.303946,Event_273204798
12.9144,-4.243,3.11287,-0.800381,Event_273204798
11.7752,-2.77258,3.01675,0.920579,Event_273204798
11.3807,-4.09171,3.10817,-2.24384,Event_273204798
10.8525,4.03126,0.0355003,-1.95538,Event_273204798
11.0299,-1.23883,2.57759,-2.63773,Event_273204798
9.79492,1.87088,0.305575,2.23347,Event_273204798
9.78669,-1.27045,2.59427,1.9888,Event_273204798
9.46803,2.99907,0.0995846,2.52246,Event_273204798
9.47992,1.92291,0.290307,-2.08065,Event_273204798
8.92914,1.90331,0.295969,0.993866,Event_273204798
8.71278,4.34376,0.0259737,-0.988762,Event_273204798
8.60731,-4.00511,3.10515,2.81117,Event_273204798
8.47374,-2.16928,2.91406,-1.38819,Event_273204798
8.25343,3.95932,0.0381476,0.98432,Event_273204798
7.84614,3.38808,0.0675215,-0.178122,Event_273204798
7.73437,-0.117089,1.68762,1.41032,Event_273204798
7.02523,1.13814,0.620155,2.95044,Event_273204798
6.54963,2.14822,0.232332,-0.783156,Event_273204798
5.45653,2.78183,0.123692,1.57833,Event_273204798
5.00613,-4.59356,3.12136,0.304299,Event_273204798
4.50749,4.56969,0.0207216,0.0414872,Event_273204798
4.33513,4.95542,0.01409,2.59709,Event_273204798
3.93614,4.09925,0.0331672,1.92199,Event_273204798
3.91574,-1.38975,2.65326,-1.08646,Event_273204798
3.55556,-3.82412,3.09792,1.30614,Event_273204798
3.45455,-2.01221,2.87578,1.58188,Event_273204798
3.49623,-1.01435,2.44581,2.79683,Event_273204798
3.3583,-2.09947,2.89777,-2.37663,Event_273204798
3.25033,-4.95165,3.12745,-1.98807,Event_273204798
121.603,-0.408587,1.96847,-3.10854,Event_273206142
80.0529,0.0724871,1.49837,-0.024937,Event_273206142
60.3312,-0.738382,2.24999,-0.950193,Event_273206142
52.6493,0.107481,1.46352,1.0068,Event_273206142
42.8276,-1.43693,2.67494,2.63525,Event_273206142
30.7794,2.68721,0.135931,-0.0709826,Event_273206142
29.4494,0.597234,1.0062,2.57861,Event_273206142
23.0732,1.38242,0.491784,1.82421,Event_273206142
21.6075,1.61191,0.393843,0.488795,Event_273206142
20.779,-3.18609,3.05897,-2.77196,Event_273206142
20.2254,1.52394,0.429002,-2.99722,Event_273206142
19.8512,-2.5975,2.99295,2.5462,Event_273206142
19.553,1.14463,0.616397,-0.678903,Event_273206142
19.332,-1.60113,2.74359,-1.56646,Event_273206142
19.3047,-1.19313,2.55268,0.172983,Event_273206142
17.9887,-4.1063,3.10866,2.49756,Event_273206142
17.6486,-2.05077,2.88573,-0.57138,Event_273206142
17.303,-3.11658,3.05303,-1.81876,Event_273206142
18.3661,1.00902,0.6992,-1.85363,Event_273206142
16.8588,-3.45332,3.07833,0.319876,Event_273206142
16.6479,-3.31533,3.06898,1.43177,Event_273206142
16.9514,-0.389311,1.95063,-2.02027,Event_273206142
15.4493,3.19842,0.0816079,1.89911,Event_273206142
15.3859,-0.447984,2.00451,2.0015,Event_273206142
14.2168,4.09631,0.0332649,-2.58143,Event_273206142
14.2467,-1.42883,2.67128,1.30357,Event_273206142
13.599,-4.21893,3.11217,-1.51741,Event_273206142
12.4575,-4.78405,3.12487,-2.65507,Event_273206142
11.7627,2.73236,0.129948,-2.6727,Event_273206142
10.6097,3.78594,0.0453671,0.534871,Event_273206142
10.5312,-4.46385,3.11856,0.158694,Event_273206142
10.4935,-2.1645,2.91298,-2.62325,Event_273206142
9.3796,-2.15013,2.9097,1.58767,Event_273206142
9.13639,-3.08966,3.05062,-0.769128,Event_273206142
8.3186,-4.38385,3.11664,1.24367,Event_273206142
7.48034,3.49454,0.0607066,-1.82315,Event_273206142
7.32037,2.19415,0.22199,2.68451,Event_273206142
7.18111,4.37411,0.0251972,2.31587,Event_273206142
6.62591,-1.13109,2.51733,-2.57501,Event_273206142
6.43419,-2.27195,2.9361,0.588669,Event_273206142
5.69974,4.29764,0.0271996,-0.723214,Event_273206142
5.13578,2.21733,0.216945,-1.58802,Event_273206142
4.98925,-4.83593,3.12571,-0.882439,Event_273206142
4.95167,3.14203,0.0863367,-0.958485,Event_273206142
4.39061,3.2695,0.0760143,2.78685,Event_273206142
3.55648,4.77195,0.0169273,0.401089,Event_273206142
3.69363,0.418466,1.16403,-2.59844,Event_273206142
3.29395,4.88441,0.0151269,-1.79003,Event_273206142
3.17809,2.64258,0.142115,0.883627,Event_273206142
3.13945,0.217081,1.3554,-1.30749,Event_273206142
92.1701,-1.80211,2.81464,0.389305,Event_273209470
78.8874,1.53255,0.425433,-2.73309,Event_273209470
32.3034,-1.15696,2.53229,-3.09218,Event_273209470
19.1645,-0.733024,2.24581,0.45052,Event_273209470
14.8355,1.30941,0.527385,-1.00769,Event_273209470
13.8937,-1.39678,2.65655,-0.71659,Event_273209470
13.3213,-0.169708,1.7397,-2.61032,Event_273209470
12.2834,0.825373,0.825781,1.99903,Event_273209470
12.2651,0.77558,0.862998,0.898499,Event_273209470
10.8405,-1.06279,2.47629,-1.59337,Event_273209470
10.4339,-2.20264,2.92146,-2.10986,Event_273209470
9.99527,4.11573,0.0326253,-0.419079,Event_273209470
9.53521,-2.42554,2.96519,-0.243805,Event_273209470
9.82438,-0.354458,1.91806,1.6085,Event_273209470
9.22667,3.85599,0.0422989,1.75947,Event_273209470
9.03928,4.42233,0.0240112,0.654597,Event_273209470
8.06127,-2.61374,2.99533,1.76667,Event_273209470
7.94552,1.75716,0.341704,-1.88781,Event_273209470
7.85428,0.139263,1.43198,2.80083,Event_273209470
6.37735,1.53074,0.426181,2.71193,Event_273209470
6.04983,3.78169,0.0455604,-2.35274,Event_273209470
5.94225,-4.11297,3.10888,2.25318,Event_273209470
5.71327,2.79732,0.121796,1.16223,Event_273209470
5.67481,-3.06158,3.04803,2.89622,Event_273209470
5.81945,0.725504,0.901662,-0.0615528,Event_273209470
5.48607,-4.67763,3.12299,0.653416,Event_273209470
5.33035,3.22884,0.0791653,2.85377,Event_273209470
5.13406,-0.258314,1.82628,-0.480398,Event_273209470
4.87289,-3.24264,3.06351,0.39102,Event_273209470
4.84363,2.0972,0.244377,-0.669821,Event_273209470
4.66874,-4.04116,3.10644,-1.62363,Event_273209470
4.35761,2.37163,0.186118,-2.80522,Event_273209470
4.26201,-1.60441,2.74486,1.93798,Event_273209470
3.66026,-3.15155,3.05607,-0.690571,Event_273209470
3.61761,0.227717,1.34502,-1.28757,Event_273209470
3.33017,4.18527,0.0304339,-1.37031,Event_273209470
94.6552,-1.28864,2.60366,2.37184,Event_273215406
81.5498,-1.83057,2.82366,-1.10218,Event_273215406
47.4804,0.96877,0.725507,0.0942091,Event_273215406
38.474,-1.17145,2.54053,0.970615,Event_273215406
34.0705,1.87832,0.303346,2.40539,Event_273215406
33.6576,0.154143,1.41726,-2.11092,Event_273215406
29.2219,0.675282,0.941664,-1.05816,Event_273215406
25.7896,3.10185,0.0898716,0.958023,Event_273215406
25.3244,-1.99284,2.87065,0.0526381,Event_273215406
22.4612,-1.55625,2.72584,-2.36613,Event_273215406
23.0189,0.90659,0.767727,1.56173,Event_273215406
22.9856,-0.0689541,1.6397,0.756111,Event_273215406
20.4474,-4.06641,3.10732,-1.71172,Event_273215406
21.4615,-0.672654,2.1978,-0.885846,Event_273215406
20.0802,-3.25128,3.06418,-2.68457,Event_273215406
21.3157,-0.356886,1.92034,2.88532,Event_273215406
16.7996,4.12407,0.0323543,-0.816402,Event_273215406
14.3758,1.49834,0.439776,-2.77182,Event_273215406
13.8455,-2.10684,2.89954,1.84048,Event_273215406
13.0662,-3.07877,3.04963,2.56244,Event_273215406
12.9278,3.97417,0.0375855,1.08193,Event_273215406
12.5989,4.39293,0.0247276,-2.33299,Event_273215406
12.3085,-4.36777,3.11624,0.144858,Event_273215406
11.7971,-4.16271,3.11046,1.20173,Event_273215406
11.3588,2.13652,0.235042,-1.6661,Event_273215406
11.0878,3.13337,0.087086,2.82645,Event_273215406
11.0775,3.27445,0.0756389,-1.63095,Event_273215406
11.1262,1.90335,0.295957,0.314485,Event_273215406
9.98381,2.93557,0.106101,-0.482162,Event_273215406
9.34709,-3.10667,3.05215,0.501593,Event_273215406
9.27384,4.18062,0.0305756,2.17536,Event_273215406
9.11954,2.2217,0.216006,1.3518,Event_273215406
8.94509,2.68513,0.136213,-2.7133,Event_273215406
8.89315,-2.51226,2.97978,-1.89328,Event_273215406
8.49499,-4.32578,3.11515,-2.9692,Event_273215406
7.57346,4.41304,0.0242354,0.10701,Event_273215406
7.59753,1.62037,0.390606,-0.826794,Event_273215406
6.25703,0.759557,0.875236,2.80527,Event_273215406
5.51498,4.31344,0.0267733,3.05821,Event_273215406
5.3301,-3.69756,3.09203,-0.652645,Event_273215406
5.2315,-1.00058,2.43694,-1.6593,Event_273215406
5.09188,0.986048,0.714116,-1.97721,Event_273215406
4.87924,5.00331,0.0134312,-1.52912,Event_273215406
4.76486,4.86345,0.0154473,1.22011,Event_273215406
4.55169,1.1911,0.59004,0.890209,Event_273215406
4.31312,-0.247462,1.81577,1.75565,Event_273215406
4.07274,-0.720672,2.23613,-0.0248678,Event_273215406
3.73996,-4.77231,3.12467,-1.0237,Event_273215406
3.72493,-3.25072,3.06414,1.73394,Event_273215406
3.34602,2.83005,0.117883,2.0125,Event_273215406
70.5724,-1.69215,2.77743,2.80083,Event_421267699
63.5967,-0.412516,1.97209,-0.673039,Event_421267699
43.3637,-0.0184118,1.58921,-2.29361,Event_421267699
40.802,-0.0297772,1.60057,1.02663,Event_421267699
34.677,1.07088,0.660328,2.23767,Event_421267699
32.4918,-1.8409,2.82687,-0.372631,Event_421267699
32.5589,-1.13881,2.52183,-2.58586,Event_421267699
28.7406,2.43747,0.174321,1.10559,Event_421267699
25.9259,1.80931,0.324653,-2.41282,Event_421267699
25.0801,-3.00661,3.04276,2.5485,Event_421267699
22.4819,-1.15627,2.53189,0.452132,Event_421267699
20.1413,-2.78409,3.01818,-1.11451,Event_421267699
20.0162,1.56609,0.411801,-0.947686,Event_421267699
18.7847,-4.1629,3.11047,2.07647,Event_421267699
18.1062,-3.05522,3.04744,-2.22774,Event_421267699
17.8342,-1.64602,2.76064,-1.44022,Event_421267699
18.9941,0.0827088,1.48818,2.78377,Event_421267699
17.4355,1.58956,0.402506,0.198836,Event_421267699
16.4736,-3.74529,3.09434,1.08471,Event_421267699
16.4371,-2.72197,3.01029,1.26952,Event_421267699
15.1278,2.30329,0.199197,2.14214,Event_421267699
14.0918,3.12904,0.0874639,-2.84822,Event_421267699
14.0667,3.15229,0.0854564,-0.891269,Event_421267699
13.4747,3.74993,0.0470302,0.177658,Event_421267699
13.594,-1.5411,2.71968,1.50539,Event_421267699
13.0254,3.47736,0.0617579,-1.88437,Event_421267699
12.2643,4.2647,0.0281103,2.48241,Event_421267699
12.1571,-3.07266,3.04906,0.105445,Event_421267699
11.6867,1.11891,0.631422,-1.72315,Event_421267699
11.2025,-2.40273,2.96114,-3.04202,Event_421267699
10.8041,2.78823,0.122905,0.251398,Event_421267699
10.1705,-4.42588,3.11767,-0.782749,Event_421267699
9.42228,-3.79874,3.0968,-1.56198,Event_421267699
9.60206,-0.618358,2.15314,-1.67541,Event_421267699
8.36477,3.5241,0.0589396,1.34613,Event_421267699
8.15958,4.34219,0.0260146,-2.54281,Event_421267699
8.12815,-2.20139,2.92119,0.46948,Event_421267699
8.48606,-0.68631,2.20882,2.22213,Event_421267699
8.34589,0.607236,0.997768,-0.477844,Event_421267699
