et,eta,theta,phi,event_id
3.05216,3.41785,0.0655425,2.34364,Event_652595559
78.5915,-0.358408,1.92177,1.01248,Event_652616753
64.7377,0.85225,0.806204,-2.50238,Event_652616753
35.9591,-1.49993,2.70249,2.0778,Event_652616753
35.5801,-0.985552,2.42715,-0.484044,Event_652616753
33.3527,2.19674,0.22142,-0.826473,Event_652616753
29.0623,-0.363562,1.9266,-1.54518,Event_652616753
26.9857,0.0587723,1.51206,2.40412,Event_652616753
23.4368,-1.57147,2.73194,0.536499,Event_652616753
22.1324,-1.0464,2.46611,-2.59102,Event_652616753
19.3135,3.12567,0.0877588,2.6867,Event_652616753
19.037,1.95732,0.280616,-2.64666,Event_652616753
20.0202,0.153793,1.41761,-0.00213573,Event_652616753
18.2309,0.997067,0.70693,-1.06725,Event_652616753
16.7664,-1.63893,2.75799,-1.3873,Event_652616753
16.2724,3.13726,0.0867485,-2.04495,Event_652616753
15.97,0.974951,0.721415,1.43697,Event_652616753
15.3615,-3.21513,3.06134,2.85774,Event_652616753
15.6717,1.38324,0.491399,0.425318,Event_652616753
14.5747,-3.04708,3.04667,-1.48735,Event_652616753
13.8423,-3.45232,3.07827,1.81004,Event_652616753
12.5743,-4.16228,3.11045,-1.80351,Event_652616753
12.3129,3.13714,0.086759,-0.932839,Event_652616753
12.0589,4.19763,0.0300602,2.01946,Event_652616753
11.0854,4.21759,0.029466,-2.88916,Event_652616753
11.0598,3.36685,0.0689686,1.07019,Event_652616753
10.9851,-3.49136,3.08069,0.725615,Event_652616753
10.8952,-4.29116,3.11422,-0.519123,Event_652616753
11.5975,0.00601956,1.56478,-2.8684,Event_652616753
9.98321,-1.4423,2.67735,2.89826,Event_652616753
9.56595,-2.13629,2.9065,-0.431456,Event_652616753
9.00189,2.06379,0.252593,1.89326,Event_652616753
8.27856,2.11731,0.239558,2.78159,Event_652616753
7.94228,-3.25775,3.06468,-2.55158,Event_652616753
7.4942,1.13394,0.622603,2.58878,Event_652616753
7.07693,4.64536,0.0192115,1.01392,Event_652616753
7.01483,-4.43354,3.11785,0.87864,Event_652616753
6.62385,-2.13527,2.90626,-2.5045,Event_652616753
6.39524,-4.32428,3.11511,2.35287,Event_652616753
6.14684,-2.39232,2.95926,0.972447,Event_652616753
5.96743,4.35584,0.025662,-0.75642,Event_652616753
5.52564,4.4141,0.0242097,-1.8593,Event_652616753
5.4903,-4.39214,3.11685,-2.80646,Event_652616753
5.03348,-3.86799,3.0998,0.10694,Event_652616753
4.73663,-0.408661,1.96854,1.88132,Event_652616753
4.4591,1.77686,0.335163,-0.215339,Event_652616753
4.40838,-3.07049,3.04886,-0.700922,Event_652616753
3.91529,-5.00703,3.12821,-1.53512,Event_652616753
3.4665,-2.36529,2.9543,2.05203,Event_652616753
3.08472,4.88058,0.015185,2.76843,Event_652616753
57.338,-0.118219,1.68874,1.80433,Event_652620608
49.438,1.96569,0.278309,-1.79101,Event_652620608
47.279,0.733645,0.895293,0.200266,Event_652620608
38.3218,0.616761,0.989786,3.00931,Event_652620608
30.1242,-1.87366,2.83685,-0.297049,Event_652620608
26.8904,-1.895,2.84319,-2.20081,Event_652620608
26.4915,1.34228,0.511075,1.70968,Event_652620608
24.7944,-1.52181,2.71171,1.63841,Event_652620608
25.6427,-0.890028,2.3623,-3.11781,Event_652620608
25.3021,-0.602988,2.14025,0.65909,Event_652620608
24.5018,-0.942021,2.39816,-0.828322,Event_652620608
19.3708,-2.99781,3.04188,-1.41549,Event_652620608
20.8733,-0.445776,2.0025,-1.94676,Event_652620608
18.7898,-2.91252,3.03302,2.65252,Event_652620608
18.862,1.82575,0.319448,2.66968,Event_652620608
17.7315,-3.36612,3.07257,0.306154,Event_652620608
17.8903,0.716051,0.909098,-1.43968,Event_652620608
16.7255,-3.77732,3.09583,1.51116,Event_652620608
15.2928,3.79346,0.0450276,1.50856,Event_652620608
14.3982,3.08112,0.0917517,2.91648,Event_652620608
13.2446,-4.39134,3.11683,0.426411,Event_652620608
12.6843,3.50962,0.0597987,-2.24527,Event_652620608
12.5021,1.83531,0.31646,0.551308,Event_652620608
12.5832,0.86128,0.799707,-2.35842,Event_652620608
10.9417,-3.97973,3.10422,-0.636133,Event_652620608
10.5545,3.93306,0.0391622,-1.03024,Event_652620608
9.42968,-2.12048,2.90279,0.796142,Event_652620608
8.66499,4.54515,0.0212363,-2.22313,Event_652620608
8.41506,2.71639,0.132033,-0.215279,Event_652620608
8.32858,-4.10726,3.10869,2.65056,Event_652620608
8.4834,0.341437,1.23581,-0.591904,Event_652620608
7.79489,-3.70312,3.09231,-2.53191,Event_652620608
7.73984,1.62578,0.388554,-2.70658,Event_652620608
7.57989,1.59695,0.399621,-0.88344,Event_652620608
6.88815,-1.40257,2.65924,-1.53119,Event_652620608
5.39564,-4.75396,3.12436,-2.39629,Event_652620608
5.29907,3.6085,0.0541719,0.398252,Event_652620608
5.14872,-2.1398,2.90731,2.13942,Event_652620608
4.56728,4.05766,0.0345753,2.73468,Event_652620608
4.05478,-4.87548,3.12633,1.39095,Event_652620608
3.67242,4.86016,0.0154981,0.85812,Event_652620608
3.56573,2.57386,0.152187,1.18278,Event_652620608
3.54933,0.574871,1.0252,1.16453,Event_652620608
3.33625,-2.02836,2.87999,-3.03721,Event_652620608
3.13118,2.57367,0.152217,-2.16714,Event_652620608
68.7399,2.27475,0.204924,1.60353,Event_652644506
62.8629,0.704437,0.918294,-1.51595,Event_652644506
11.5602,-3.00046,3.04215,0.828059,Event_652644506
11.2564,-3.73091,3.09366,-2.16691,Event_652644506
10.9075,-1.88547,2.84038,1.26033,Event_652644506
10.627,1.93296,0.287444,-1.29387,Event_652644506
9.74734,2.72185,0.131317,-0.61408,Event_652644506
9.49071,2.41496,0.178268,-2.26786,Event_652644506
9.22982,-0.981495,2.42449,-1.51288,Event_652644506
8.4738,0.255157,1.31836,1.35943,Event_652644506
7.59102,3.13653,0.0868122,0.681949,Event_652644506
7.56903,-2.99159,3.04126,1.98828,Event_652644506
6.91451,-0.833827,2.32201,-0.0744044,Event_652644506
6.03695,-3.72249,3.09325,-0.804721,Event_652644506
6.17507,-0.969323,2.41645,2.40528,Event_652644506
5.81613,-3.78037,3.09597,2.98169,Event_652644506
5.7788,-4.6168,3.12182,-2.35309,Event_652644506
5.55437,3.09235,0.0907282,2.18805,Event_652644506
5.54682,-2.67665,3.00422,-3.08269,Event_652644506
5.71492,-1.24928,2.58315,-2.55641,Event_652644506
5.29654,1.95264,0.281915,2.44031,Event_652644506
5.25399,4.2757,0.0278029,-1.59844,Event_652644506
5.5879,0.114871,1.45618,-0.70165,Event_652644506
5.02711,3.81254,0.0441769,-2.80196,Event_652644506
4.91555,-2.19631,2.92008,-0.765208,Event_652644506
4.28467,-3.93774,3.10261,0.137529,Event_652644506
3.97013,-2.91232,3.033,-1.46209,Event_652644506
3.66142,-4.27004,3.11363,1.92636,Event_652644506
3.93611,0.380824,1.19886,2.75185,Event_652644506
3.67337,1.55983,0.414313,-2.96484,Event_652644506
3.58693,3.67392,0.0507428,-0.427797,Event_652644506
3.66316,1.19956,0.585345,-0.23389,Event_652644506
3.46891,-2.15374,2.91053,-2.16933,Event_652644506
3.38467,-1.83662,2.82554,-0.0158852,Event_652644506
3.32471,1.38649,0.489864,1.20097,Event_652644506
3.21001,4.1255,0.0323082,1.77044,Event_652644506
3.15815,-1.98838,2.86945,2.26191,Event_652644506
77.3086,-0.26275,1.83057,-1.8259,Event_652655004
48.5151,-2.21958,2.92513,1.0735,Event_652655004
34.436,-0.686781,2.2092,3.0735,Event_652655004
30.8346,-1.77799,2.8068,-0.815344,Event_652655004
32.9736,-0.0872983,1.65798,1.78001,Event_652655004
29.1686,-1.62306,2.75201,2.20181,Event_652655004
28.9718,0.214981,1.35745,-0.759406,Event_652655004
24.591,-2.70735,3.00836,1.88408,Event_652655004
23.6492,-2.75853,3.01499,-1.76678,Event_652655004
23.0391,-3.46153,3.07885,-0.0526606,Event_652655004
21.8885,1.07569,0.657379,1.67528,Event_652655004
20.6541,-0.920785,2.38367,-0.0603076,Event_652655004
19.4682,-4.34227,3.11558,2.83418,Event_652655004
18.2814,2.11741,0.239534,0.169233,Event_652655004
16.302,3.37372,0.0684973,0.365377,Event_652655004
17.6132,0.711153,0.912969,-2.79738,Event_652655004
14.84,-3.57137,3.08537,-0.946299,Event_652655004
12.7733,-3.9804,3.10424,1.53114,Event_652655004
12.8669,1.81435,0.323048,-2.00433,Event_652655004
12.5971,3.71309,0.0487943,-0.818788,Event_652655004
11.6825,3.2033,0.081211,2.33585,Event_652655004
11.3303,3.47728,0.0617633,-2.95065,Event_652655004
11.3484,-0.982899,2.42541,-2.42833,Event_652655004
10.4084,-4.63316,3.12215,0.0357132,Event_652655004
10.5131,1.25593,0.554926,-0.724981,Event_652655004
10.0822,-3.58174,3.08595,-2.7793,Event_652655004
9.07077,-1.13333,2.51863,1.00149,Event_652655004
8.78817,2.00485,0.267751,3.06084,Event_652655004
9.44672,0.143589,1.4277,0.553018,Event_652655004
8.01942,4.41317,0.0242323,-1.41876,Event_652655004
7.77741,-4.23345,3.11259,-1.77829,Event_652655004
6.96214,-1.87048,2.8359,-2.22748,Event_652655004
6.81772,1.13888,0.619727,2.54805,Event_652655004
6.38445,2.21737,0.216936,2.12438,Event_652655004
5.90952,-4.18545,3.11116,0.81359,Event_652655004
5.98801,0.761038,0.874099,-1.70202,Event_652655004
5.59728,-2.05989,2.88802,0.172721,Event_652655004
5.72389,1.08264,0.653144,0.433048,Event_652655004
5.40406,4.63602,0.0193919,-2.7767,Event_652655004
5.35143,3.07619,0.0922038,-1.83633,Event_652655004
5.33112,2.28,0.20386,1.0918,Event_652655004
4.71389,-4.73211,3.12398,-1.05624,Event_652655004
4.4274,-4.84094,3.12579,-2.55544,Event_652655004
4.3864,4.40624,0.0244007,1.73075,Event_652655004
3.86491,3.29827,0.0738603,1.44553,Event_652655004
64.6249,0.685026,0.933808,-2.46227,Event_805047482
53.575,1.13656,0.621077,1.6093,Event_805047482
49.1218,1.20318,0.583349,-1.40131,Event_805047482
45.0137,-1.14865,2.52752,0.645006,Event_805047482
25.8235,-2.15457,2.91072,-0.578821,Event_805047482
17.8601,-1.40425,2.66002,1.70534,Event_805047482
16.5336,-0.673829,2.19875,2.7026,Event_805047482
11.2977,3.09865,0.0901587,1.50026,Event_805047482
11.9071,-0.0917916,1.66246,1.83823,Event_805047482
10.5071,-2.27522,2.93676,2.36391,Event_805047482
10.4376,-1.1349,2.51955,-0.426287,Event_805047482
10.0588,1.65514,0.37758,2.56737,Event_805047482
10.0891,-1.36449,2.64127,-1.7338,Event_805047482
9.65058,-1.69946,2.78002,-2.6092,Event_805047482
8.81647,-3.64629,3.08943,1.8146,Event_805047482
9.11655,-0.219077,1.78814,-1.23022,Event_805047482
8.86303,0.239125,1.33392,-0.53732,Event_805047482
8.24024,1.70084,0.361087,-2.74209,Event_805047482
7.97085,1.0516,0.672243,0.380214,Event_805047482
7.55547,2.80699,0.120626,-0.227538,Event_805047482
7.43695,-3.304,3.06815,-0.0465697,Event_805047482
6.45984,-4.44477,3.11811,1.01708,Event_805047482
6.72048,0.256987,1.31659,3.01097,Event_805047482
6.29426,-3.02684,3.04473,3.10094,Event_805047482
6.3195,2.04327,0.257772,-0.684608,Event_805047482
6.26298,4.28857,0.0274472,-2.45354,Event_805047482
6.19217,2.72226,0.131264,2.45989,Event_805047482
6.16757,3.05568,0.0941116,-2.876,Event_805047482
6.13363,4.4254,0.0239378,0.8827,Event_805047482
5.7942,4.02585,0.0356927,-0.135822,Event_805047482
5.52947,-2.96406,3.03847,-1.19429,Event_805047482
5.42466,-4.39749,3.11698,-2.38462,Event_805047482
5.09325,-2.19857,2.92057,0.357187,Event_805047482
5.03429,4.30848,0.0269064,2.40548,Event_805047482
4.49783,4.49712,0.022281,-1.3453,Event_805047482
4.71304,0.193314,1.37868,0.865583,Event_805047482
4.30361,-4.39212,3.11685,-1.31657,Event_805047482
4.12322,-4.99004,3.12798,2.66664,Event_805047482
3.90929,3.20811,0.0808221,-1.23444,Event_805047482
3.865,-2.71426,3.00928,1.06976,Event_805047482
3.296,2.26638,0.206635,-1.85476,Event_805047482
3.12987,-4.63697,3.12222,1.91165,Event_805047482
